36514.0,0.0
36515.0,0.0
36516.0,0.0
36517.0,0.0
36518.0,0.0102
36519.0,0.0
36520.0,0.0102
36521.0,0.0102
36522.0,0.0
36523.0,0.0102
36524.0,0.0102
36525.0,0.0102
36526.0,0.0102
36527.0,0.0
36528.0,0.0102
36529.0,0.0
36530.0,0.0
36531.0,0.0102
36532.0,0.0
36533.0,0.0
36534.0,0.0102
36535.0,0.0
36536.0,0.0102
36537.0,0.0102
36538.0,0.0
36539.0,0.0102
36540.0,0.0102
36541.0,0.0102
36542.0,0.0
36543.0,0.0102
36544.0,0.0102
36545.0,0.0102
36546.0,0.0102
36547.0,0.0
36548.0,0.0
36549.0,0.0
36550.0,0.0
36551.0,0.0102
36552.0,0.0102
36553.0,0.0102
36554.0,0.0102
36555.0,0.0102
36556.0,0.0
36557.0,0.0102
36558.0,0.0
36559.0,0.0102
36560.0,0.0102
36561.0,0.0102
36562.0,0.0102
36563.0,0.0102
36564.0,0.0102
36565.0,0.0
36566.0,0.0102
36567.0,0.0
36568.0,0.0102
36569.0,0.0102
36570.0,0.0
36571.0,0.0
36572.0,0.0102
36573.0,0.0153
36574.0,0.0102
36575.0,0.0
36576.0,0.0102
36577.0,0.0102
36578.0,0.0102
36579.0,0.0102
36580.0,0.0102
36581.0,0.0102
36582.0,0.0
36583.0,0.0102
36584.0,0.0102
36585.0,0.0102
36586.0,0.0
36587.0,0.0
36588.0,0.0102
36589.0,0.0153
36590.0,0.0102
36591.0,0.0153
36592.0,0.0153
36593.0,0.0153
36594.0,0.0153
36595.0,0.0153
36596.0,0.0153
36597.0,0.0102
36598.0,0.025500000000000002
36599.0,0.0102
36600.0,0.0153
36601.0,0.0102
36602.0,0.0102
36603.0,0.0153
36604.0,0.0153
36605.0,0.0153
36606.0,0.0153
36607.0,0.0153
36608.0,0.0153
36609.0,0.025500000000000002
36610.0,0.0153
36611.0,0.0153
36612.0,0.0153
36613.0,0.025500000000000002
36614.0,0.0102
36615.0,0.0153
36616.0,0.0153
36617.0,0.0153
36618.0,0.0153
36619.0,0.025500000000000002
36620.0,0.0153
36621.0,0.0153
36622.0,0.0153
36623.0,0.0153
36624.0,0.0153
36625.0,0.0153
36626.0,0.0153
36627.0,0.0153
36628.0,0.0102
36629.0,0.025500000000000002
36630.0,0.0153
36631.0,0.0153
36632.0,0.0306
36633.0,0.0102
36634.0,0.0102
36635.0,0.025500000000000002
36636.0,0.0102
36637.0,0.0153
36638.0,0.0153
36639.0,0.0153
36640.0,0.0153
36641.0,0.0153
36642.0,0.025500000000000002
36643.0,0.0153
36644.0,0.0153
36645.0,0.0153
36646.0,0.0153
36647.0,0.0153
36648.0,0.0153
36649.0,0.0
36650.0,0.0
36651.0,0.0
36652.0,0.0
36653.0,0.0
36654.0,0.0
36655.0,0.0102
36656.0,0.0102
36657.0,0.0
36658.0,0.0
36659.0,0.0
36660.0,0.0
36661.0,0.0153
36662.0,0.0102
36663.0,0.0
36664.0,0.0102
36665.0,0.0102
36666.0,0.0153
36667.0,0.0102
36668.0,0.0
36669.0,0.0
36670.0,0.0102
36671.0,0.0102
36672.0,0.0102
36673.0,0.0
36674.0,0.0102
36675.0,0.0102
36676.0,0.0102
36677.0,0.0
36678.0,0.0102
36679.0,0.0
36680.0,0.0
36681.0,0.0
36682.0,0.0
36683.0,0.0
36684.0,0.0
36685.0,0.0102
36686.0,0.0102
36687.0,0.0102
36688.0,0.0102
36689.0,0.0
36690.0,0.0
36691.0,0.0102
36692.0,0.0
36693.0,0.0102
36694.0,0.0102
36695.0,0.0102
36696.0,0.0153
36697.0,0.0153
36698.0,0.0
36699.0,0.0102
36700.0,0.0102
36701.0,0.0102
36702.0,0.0102
36703.0,0.0102
36704.0,0.0102
36705.0,0.0153
36706.0,0.0102
36707.0,0.0102
36708.0,0.0102
36709.0,0.0102
36710.0,0.0
36711.0,0.0
36712.0,0.0
36713.0,0.0
36714.0,0.0
36715.0,0.0
36716.0,0.0
36717.0,0.0
36718.0,0.0
36719.0,0.0102
36720.0,0.0
36721.0,0.0102
36722.0,0.0102
36723.0,0.0102
36724.0,0.0
36725.0,0.0
36726.0,0.0
36727.0,0.0
36728.0,0.0
36729.0,0.0
36730.0,0.0
36731.0,0.0
36732.0,0.0
36733.0,0.0
36734.0,0.0
36735.0,0.0
36736.0,0.0
36737.0,0.0
36738.0,0.0102
36739.0,0.0
36740.0,0.0102
36741.0,0.0
36742.0,0.0102
36743.0,0.0
36744.0,0.0
36745.0,0.0
36746.0,0.0
36747.0,0.0102
36748.0,0.0102
36749.0,0.0
36750.0,0.0
36751.0,0.0
36752.0,0.0
36753.0,0.0
36754.0,0.0
36755.0,0.0
